date,XOM,JNJ,GE,T,WFC,JPM,CHL,WMT,PG,VZ,PFE,F,KO,CVX,NVS,BABA,V,FMX,ORCL,HD,DIS,MS,PM,TM,UBS,PEP,IBM,NVO,BAC,UL,UN,TSM,UNH,RIO,C,HSBC,BMY,TOT,MCD,MA,CVS,SNY,MMM,DCM,BP,GSK,ABBV,TJX,SAP,AGN,NKE,UPS,RY,NTT,HON,UTX,ABEV,SNP,BA,TD,LLY,ACN,UNP,LMT,RAI,USB,DEO,AZN,D,LOW,LYG,DHR,MTU,CL,BBL,CAJ,SAN,GS,SPG,AXP,AIG,BNS,LFC,BT,DOW,TMO,DD,EPD,CB,TWX,OXY,NEE,BLK,E,ABT,DUK,NGG,CRM,COP,EMC
15-04-29,87.87,100.39,27.09,34.76,55.46,63.6,73.04,77.88,79.85,50.47,34.29,16.02,40.49,111.73,102.74,82.45,67.34,92.55,44.73,108.71,109.81,37.49,82.73,140.79,20.1,94.38,174.4,55.59,15.98,43.98,43.55,24.79,113.61,45.16,53.76,50.17,64.29,54.12,97.02,90.25,100.67,51.21,156.97,18.27,43.59,46.79,65.63,64.23,76.22,288.23,50.08,101.25,67.28,34.74,101.74,115.38,6.37,96.41,146.15,46.71,72.28,93.65,106.92,191.29,36.86,42.98,111.58,34.39,72.3,70.44,4.82,82.8,7.14,68.51,48.56,36.3,7.49,198.56,183.1,77.16,56.65,56.03,12.31,35.46,51.61,127.13,74.18,33.56,108.04,85.45,80.11,102.7,366.67,38.22,47.17,78.43,68.01,74.65,68.06,27.08
15-04-30,87.37,99.2,27.08,34.64,55.1,63.26,71.43,78.05,79.51,50.44,33.93,15.8,40.56,111.06,101.8,81.29,66.05,90.49,43.62,106.98,108.72,37.31,83.47,139.02,20.07,95.12,171.29,56.27,15.93,43.82,43.48,24.44,111.4,44.79,53.32,49.63,63.73,54.1,96.55,90.21,99.29,50.55,156.39,17.71,43.16,46.15,64.66,64.54,75.69,282.86,49.42,100.53,66.48,33.68,100.92,113.75,6.33,94.47,143.34,46.16,71.87,92.65,106.23,186.6,36.65,42.87,111.02,34.24,71.68,68.86,4.77,81.88,7.1,67.28,48.3,35.6,7.52,196.42,181.49,77.45,56.29,55.17,12.11,34.94,51,125.68,73.2,34.25,106.99,84.41,80.1,100.93,363.94,38.43,46.42,77.57,67.43,72.82,67.92,26.91
15-05-01,88.85,100.13,27.31,34.42,55.19,63.61,72.03,78.6,80.29,50.41,34.08,15.81,40.91,109.04,103.35,81.17,65.77,93.1,44.37,109.55,110.52,37.51,83.39,139.96,20.12,95.56,173.67,57.16,16.11,43.83,43.66,24.74,113.2,45.87,53.76,49.23,64.66,54.32,97.8,91.25,100.46,51.29,157.68,17.75,43.23,45.97,64.32,65.55,76.4,289.74,50.39,101.38,66.01,34.17,102.5,115.44,6.31,94.88,144.67,46.05,73.12,93.36,107.71,189,37.06,42.91,111.09,33.94,71.7,70.7,5.08,82.52,7.1,67.68,49.19,35.96,7.54,197.53,184.17,77.68,57.74,54.99,12.22,35,51.69,127.66,74.04,34.22,107.63,85.58,80.5,101.88,368.64,38.68,46.69,77.9,67.59,73.36,67.44,27.12
15-05-04,89.11,100.35,27.27,34.53,55.73,64.72,72.69,79.18,80.35,50.52,34.32,15.78,40.96,108.32,103.61,80.59,65.58,92.26,44.59,110.06,111.03,37.91,83.21,140.06,20.36,95.95,173.97,56.93,16.44,43.83,43.47,24.32,114.56,45.79,54.17,49.1,65.32,53.76,96.13,91.18,100.16,51.45,159.02,17.8,43.41,46.34,64.68,65.54,76.21,289.81,50.42,101.43,66.54,34.28,102.58,116.45,6.27,95.72,144.02,46.41,73.05,94.44,107.99,189.69,37.12,43.54,110.99,34.26,71.76,71.25,5.12,82.69,7.14,67.86,49.17,36.03,7.49,199.3,183.37,78.28,58.2,55.52,12.31,35.05,51.65,127.78,74.03,33.95,107.44,85.91,80.03,102.76,370.27,38.66,47,77.96,67.94,71.6,67.02,27.19
15-05-05,88.61,99.5,26.92,33.72,55.72,64.4,71.21,78.13,80.07,50.09,34.12,15.53,40.75,108,102.17,79.54,65.96,93.25,43.92,108.06,110.81,37.45,82.81,137.55,21.37,95.42,173.08,55.61,16.35,43,42.85,24.29,113.37,45.91,53.35,47.57,65.03,53.15,96.13,90.78,98.74,50.15,157.91,17.6,43.1,45.6,63.86,65.63,74.47,285.75,50.21,100.11,65.96,33.81,101.54,115.07,6.39,94.14,142.91,46.09,71.91,93.65,105.94,187.35,36.57,43.25,109.59,33.67,70.82,70.43,5.11,82.4,7.04,67.38,49.07,35.56,7.28,197.29,180.46,77.84,58,55.06,11.9,34.22,51.35,126.65,72.79,34.11,107.08,84.45,78.62,100.15,366.05,38.26,46.85,76.25,66.38,72.75,67.2,26.48
15-05-06,88.19,99.17,26.81,33.38,54.92,63.92,70.72,77.65,80.4,49.64,33.46,15.48,40.66,107.95,101.63,80,65.67,92.71,43.26,108.31,109.72,37.05,83.87,137.16,21.01,95.48,170.05,55.76,16.29,43.1,42.94,24.45,113.49,45.67,52.82,48.25,64.67,53.89,96.39,90.57,98.87,49.45,157.64,17.5,42.5,46.02,63.94,65.84,74.72,283.31,50.11,99.22,65.72,33.75,100.99,115.08,6.45,91.71,141.04,45.83,72.05,93,106.93,186.83,37.48,43.1,109.45,33.68,70.71,70.77,5.08,82.34,6.98,67.79,48.54,35.52,7.41,196.25,181.61,77.85,58.15,54.74,12.01,34.65,50.88,127.66,72.72,33.55,106.92,83.63,79.42,100.03,363.4,38.37,46.54,76.41,66.35,73.79,67.23,26.13
15-05-07,87.6,99.66,27.04,33.37,54.81,64.5,70,78.03,80.2,49.73,33.58,15.51,40.7,107.57,101.57,86,66.58,93.47,43.48,110.04,109.26,37.54,84.01,137.92,21.3,95.15,170.99,55.92,16.24,43.25,42.93,24.37,114.76,45.62,53.31,48.18,65.05,52.65,96.78,92.05,99.36,48.99,158.61,17.8,41.83,44.22,64.7,66.19,75.31,287.3,50.72,99.64,65.05,34.06,101.01,116.04,6.48,90.83,141.49,45.59,71.82,94.49,107.31,188.21,37.86,43.1,108.58,33.64,70.93,72.29,5.06,83.19,7.03,67.88,47.4,35.52,7.36,197.39,183.15,78.43,58.97,53.96,12.07,34.64,50.64,127.75,73.33,32.97,107.65,83.68,77.61,100.6,365.68,37.62,46.5,76.81,66.28,74.52,66.62,26.18
15-05-08,88.99,101.47,27.36,33.69,56.05,65.49,70.41,78.53,80.96,50.14,34.02,15.67,40.98,108.65,102.92,87.06,69.47,95.67,44.01,112.47,110.11,37.89,85.19,142.12,21.39,96.55,172.68,56.28,16.45,44.61,44.16,24.55,115.68,46.11,54.02,49.48,66.93,53.77,98.23,93.51,100.66,49.99,160.6,17.89,42.71,45.28,65.24,67.32,76.01,292.82,51.22,100.36,65.52,34.43,102.12,118.43,6.67,92.02,145.46,46.01,73.26,95.89,107.44,190.48,38.28,43.86,110.61,34.96,71.79,73.26,5.41,84.03,7.49,68.2,48.15,35.81,7.61,200.5,187.65,78.98,59.67,54.1,12.29,36.38,51.85,129.98,75.28,33.37,108.78,84.23,77.9,101.21,370.04,38.9,47.57,77.11,69.73,72.4,67.17,26.93
15-05-11,86.78,101.03,26.92,33.49,55.51,65.45,68.93,78.1,80.27,49.8,33.96,15.65,40.94,107.36,102.42,86.72,69.02,95.09,43.84,111.9,108.6,38.25,84.13,137.45,21.19,96.35,171.12,56.22,16.49,44.35,43.7,24.37,114.77,46.88,53.97,49.09,68.11,52.78,97.51,92.52,100.49,49.35,159.9,18.05,42.58,45.72,65.2,66.84,75.49,301.74,51.4,100.53,65.36,34.14,102.69,117.7,6.5,90.47,145.89,45.93,73.47,96.01,106.75,190.47,37.79,43.75,110.88,35.08,71.01,73.22,5.42,83.56,7.25,67.83,48.87,35.49,7.52,201.73,184.17,79.7,59.2,54.15,12.28,36.66,51.9,129.87,75.4,33.06,108.28,83.01,76.68,100.01,367.78,38,47.33,76.57,70.12,71.2,65.28,26.82
15-05-12,87.02,100.47,27.03,33.66,55.47,65.36,68.47,78.96,79.95,49.62,33.78,15.56,40.69,107.56,102.4,86.77,68.69,93.78,43.57,112.52,109.24,37.72,84.13,137.66,21.22,96.2,170.55,56.27,16.43,44.2,43.5,24.38,114.64,46.77,53.74,48.49,67.5,52.83,97.95,92.39,100.24,49.74,160.07,18.09,42.69,45.27,64.81,66.39,75.27,296.79,51.18,99.97,65.53,34.05,102.31,117.36,6.44,89.8,145.43,46.06,72.44,95.42,105.77,190.61,37.97,43.9,110.07,34.51,71.09,73.67,5.5,86,7.16,67.88,49.27,35.43,7.52,200.53,184.43,79.08,58.76,54.17,12.16,36.5,50.95,129.61,74.85,34,107.05,83.23,76.68,99.91,365.17,38.3,47.13,76.3,69.74,71.77,65.4,26.52
15-05-13,86.56,100.55,27.21,33.9,55.6,65.52,67.92,78.16,79.7,49.73,33.53,15.41,41.05,107.7,102.67,87.53,68.65,94.45,43.79,111.19,109.19,37.78,84.53,136.62,21.07,96.41,172.28,55.82,16.47,44.3,43.19,24.44,115.86,46.48,54.2,48.32,67.4,53.13,97.35,92.52,99.81,49.89,161.31,17.92,42.77,44.53,65.3,65.87,75.72,295.69,51.08,99.43,65.52,33.93,104.44,117.37,6.39,89.01,145.62,46.22,72.8,95.68,102.39,191,38.06,44.14,110.35,34.68,70.9,73.11,5.61,87.35,7.21,67.6,49.15,35.57,7.52,201.43,181.34,79.86,58.74,54.37,11.78,36.88,50.73,129.85,69.33,33.57,107.2,83.41,76.17,100.2,365.13,38.25,47.03,74.44,69.25,71.79,65.39,26.52
15-05-14,86.97,101.83,27.41,34.13,56.04,66.05,68.02,78.72,80.57,49.97,33.94,15.27,41.5,108.45,103.9,88.4,70,96.44,44.38,111.94,109.93,38.14,86.79,137.95,21.24,98,174.05,56.69,16.52,44.99,43.76,24.41,118.53,46.36,54.6,48.67,67.45,53.43,97.71,93.84,101.96,50.79,163.15,17.97,42.96,44.99,65.97,65.66,77.27,297.46,51.72,100.67,65.78,33.89,106.44,119.14,6.47,89.44,147.96,46.25,73.06,96.98,102.09,193.05,38.48,44.38,112.61,35.05,71.6,72.26,5.64,87.84,7.13,68.63,48.85,35.76,7.59,202.62,184.76,80.75,58.97,54.32,11.86,36.92,51.24,131.1,69.67,34.08,108.59,84.1,76.29,101.08,371.47,39.29,48.67,75.49,69.86,72.88,65.42,27.03
15-05-15,87.35,102.3,27.27,34.33,55.52,65.88,70.53,79.24,81.05,49.79,33.99,15.48,41.52,108.03,103.75,88.46,69.57,96.56,44.15,113.35,110.3,37.85,86.57,139.37,21.23,98.22,173.26,56.75,16.35,44.9,43.8,24.56,119.33,46.13,54.24,48.81,67.64,53.55,98.04,93.22,102.07,50.52,163.3,18.28,42.81,44.77,65.99,65.95,76.83,296.6,52.49,102.13,65.51,34.97,106.85,118.49,6.54,90.56,146.88,46.05,72.9,97.02,103.83,192.36,38.78,43.93,112.91,34.64,72.19,73.09,5.63,86.45,7.23,68.63,48.67,35.84,7.58,202.97,185.61,80.22,58.36,54.07,12.07,36.62,51.51,130.16,70.25,33.72,108.15,85.29,76.84,102.14,370.85,38,48.71,76.15,70.45,72.4,65.76,26.88
15-05-18,86.85,103.42,27.31,34.87,55.75,66.42,67.63,79.92,80.74,49.6,33.98,15.58,41.32,106.65,104.06,87.11,70,97.78,44.24,114.33,110.33,38.33,86.03,139.43,21.19,98.05,173.06,56.92,16.51,44.66,43.42,24.41,119.8,45.64,54.67,48.45,68,52.75,98.02,93.08,102.44,50.4,162.87,18.39,42.39,44.66,65.61,67.26,75.63,295.76,52.38,101.91,65.13,35.29,106.77,118.51,6.38,88.7,146.71,45.73,72.94,97.46,103.95,193.08,38.18,44.2,112.24,34.37,72.26,73.06,5.53,87.26,7.6,68.61,45.79,35.86,7.47,204.66,184.78,80.17,58.89,53.59,11.89,36.26,51,129.97,69.99,34.04,108.74,85.3,77.24,102.3,370.71,37.38,48.84,76.03,70.09,72.8,66.04,26.78
15-05-19,86.99,103.96,27.35,34.37,56.4,67.01,68.06,76.43,80.83,49.55,34.21,15.5,41.31,105.02,103.8,88.21,70.16,96.54,44.32,112.34,110.56,38.69,85.66,139.53,21.13,97.95,173.48,57.25,16.77,44.83,43.68,24.59,120.55,44.25,55.33,47.85,68.27,52.32,100.68,93.8,102.32,50.92,163.12,18.21,41.83,44.68,65.73,69.19,75.6,298.43,52.32,102.08,65.47,35.16,105.81,119.07,6.3,88.9,147.05,45.87,73.45,97.18,104.02,193.38,38.04,44.69,112.36,34.32,72.19,71.83,5.47,86.49,7.5,69.14,43.6,35.64,7.46,205.4,184.03,81.36,59.41,53.37,12.2,36.22,50.73,130.55,71.25,33.88,108.94,85.71,75.84,102.51,371.08,37.29,49.01,76.19,69.86,71.48,65.12,26.86
15-05-20,87.13,103.6,27.64,34.62,56.08,66.48,66.82,75.9,80.48,49.69,34.3,15.3,41.35,105.25,103.5,90.7,69.78,96.09,44.29,112.1,110.2,38.33,85.41,139.01,21.96,97.69,173.76,57.12,16.74,44.86,43.59,24.58,121.24,44.63,54.89,47.81,69.08,52.75,100.11,93.24,101.27,50.75,161.9,18.21,42.08,44.88,65.89,68.46,75.7,297.5,52.3,101.96,65.22,35.39,106.23,118.87,6.22,88.49,146.42,45.81,73.36,97.05,103.28,193.25,37.86,44.09,111.64,34.26,71.89,68.5,5.49,87.02,7.48,68.89,43.6,35.95,7.46,205.08,183.59,80.96,59.96,52.83,12.18,35.96,51.04,132.02,70.66,33.72,109.11,85.56,76.62,102.52,370.25,37.42,49.14,76.54,70.01,70.16,64.78,26.64
15-05-21,87.21,102.42,27.72,35.07,56.01,66.65,66.84,76.11,80.41,49.9,34.36,15.51,41.23,105.49,104.79,93.88,69.37,95.48,44.28,112.01,110.39,38.04,85.14,139.44,21.89,97.2,173.34,57.63,16.73,44.9,43.64,24.24,120.46,44.97,54.84,47.96,68.89,53.3,99.28,92.9,103.69,51.25,162.06,18.53,42.9,45.56,65.65,67.87,75.8,301.22,52.2,102.05,65.84,35.93,106.36,119.12,6.16,88,147.35,45.99,74.27,96.83,104.96,193.11,37.74,43.86,112.51,34.93,72.02,68.72,5.53,86.9,7.5,68.82,44.11,35.45,7.5,204.95,183.54,80.76,60.22,53.22,12.04,36.11,51.38,132.84,70.98,33.73,108.9,85.15,76.95,102.16,368.22,37.68,49.34,76.16,71.15,72.91,65.58,26.79
15-05-22,86.52,101.35,27.68,34.71,56,66.47,68.58,75.86,79.95,49.61,34.28,15.27,41.21,104.89,103.85,93.27,69.62,93.68,43.93,112.16,110.26,38.17,84.15,138.22,21.62,96.26,172.22,57.54,16.75,44.55,43.28,24.2,119.59,44.88,54.97,48.11,68.3,52.5,98.99,92.69,103.95,50.73,160.98,18.46,42.5,45.26,65.48,67.16,74.71,301.35,52.22,101.43,65.32,35.98,105.92,118.62,6.06,91.03,144.81,45.69,74.3,96.39,104.2,192.86,37.54,43.57,111.95,34.72,71.97,69.54,5.48,86.61,7.43,68.5,43.73,35.22,7.38,207.8,183.62,81.25,59.88,52.52,12.7,35.08,51.29,132.15,70.79,33.72,108.66,85.2,77.01,102.23,368.08,36.95,49.03,76.05,71.26,75.01,65.11,26.84
15-05-26,85.35,100.82,27.52,34.67,55.66,65.73,68.2,74.9,79.14,49.42,34.11,15.19,40.99,103.29,101.81,92.52,68.54,90.6,43.33,110.93,109.44,37.79,83.72,137.7,21.33,95.79,170.13,57.23,16.5,43.89,42.48,24.26,118.24,44.3,54.24,47.4,67.5,50.73,98.46,91.89,102.85,49.29,159.59,18.24,41.63,43.84,66.1,66.17,73.5,300.07,51.71,100.52,63.99,35.26,104.84,116.87,5.86,91.62,142.8,44.79,74.31,96.09,102.9,190.51,37.72,43.37,110.55,33.84,71.51,69.58,5.39,86.18,7.3,67.15,42.55,34.67,7.06,206.38,182.08,80.19,59.23,51.66,12.89,34.86,50.62,129.8,70.75,33.13,106.78,84.67,76.72,101.03,365.03,35.82,48.6,75.76,70.28,73.57,63.84,26.29
15-05-27,85.11,101.13,27.52,34.95,56.07,66.47,68.13,75.19,79.39,49.57,34.3,15.32,41.12,103.11,103.53,92.6,69.49,91.85,44.14,112.16,110.37,38.62,84.22,138.77,21.77,96.38,172,57.52,16.74,44.52,43.11,24.6,119.45,44.43,54.87,47.81,68.4,51.58,98.66,92.59,103.48,50.69,161.02,18.15,41.79,44.61,67.38,66.5,74.19,306.79,51.42,100.92,64.15,34.91,105.38,117.64,5.85,91.34,143,44.95,74.9,96.77,102.62,191.35,38.56,43.86,112.58,34.38,70.83,70.72,5.4,87.42,7.31,67.54,42.62,35.09,7.19,209.06,184.14,80.11,59.39,51.74,12.73,35.36,51.2,130.99,70.78,33.13,107.35,85.22,76.82,100.83,368.68,36.35,49.01,76.21,71.34,73.95,63.82,26.69
15-05-28,85.11,101.15,27.63,34.8,56.21,66.2,66.85,74.84,79.33,49.54,34.44,15.29,41.14,103.24,104.25,90.95,69.56,90.84,43.86,112.19,110.53,38.73,84.26,139.74,21.9,97.06,171.71,57.12,16.67,44.53,43.1,24.45,119.62,44.14,54.55,47.69,69.15,51.16,96.48,92.82,103.19,50.55,160.87,17.94,41.55,44.79,67.47,65.97,74.26,313.08,51.15,99.87,64.34,34.32,105.69,117.69,5.83,88.64,142.33,44.56,76.41,96.91,101.36,190.12,38.39,43.7,112.78,34.45,70.97,70.45,5.41,87.32,7.4,67.33,42.38,34.96,7.19,208.48,183.82,80.09,59.45,51.96,12.18,34.54,51.57,130.13,71.44,32.7,107.58,84.78,77.73,102.27,369.51,36.2,49.26,75.95,71.7,72.68,63.86,26.52
15-05-29,85.2,100.14,27.27,34.54,55.96,65.78,65.74,74.27,78.39,49.44,34.75,15.17,40.96,103,102.73,89.32,68.68,88.9,43.49,111.42,110.37,38.2,83.07,137.89,21.58,96.43,169.65,56.48,16.5,44.15,42.7,24.28,120.21,43.77,54.08,47.5,64.6,50.49,95.93,92.26,102.38,49.41,159.08,17.94,41.46,44.37,66.59,64.38,73.9,306.81,50.84,99.22,63.63,34.67,104.2,117.17,5.75,87.67,140.52,43.57,78.9,96.04,100.91,188.2,38.38,43.11,110.96,33.78,70.52,69.98,5.42,86.32,7.37,66.79,42.31,34.53,7.1,206.19,181.4,79.72,58.61,52.67,23.85,34.25,52.07,129.63,71.01,32.42,106.48,84.48,78.19,102.34,365.78,35.95,48.6,75.73,71.68,72.75,63.68,26.34
15-06-01,85.13,100.04,27.28,34.35,56.04,66.08,66.1,74.73,78.85,49.22,34.56,15.36,40.94,102.63,103.28,90.78,69.11,89.47,43.79,111.67,110.96,38.58,83.19,137.24,21.53,95.97,170.18,56.94,16.55,43.76,42.4,24.14,119.86,43.17,54.45,47.47,66.48,50.38,96.22,92.56,102.51,49.29,158.98,18.31,40.95,44.15,66.93,65.09,73.86,309.16,50.88,99.48,62.9,34.89,104.06,117,5.83,87.2,141.25,43.28,79,96.19,101.93,191.07,37.92,42.97,110.47,33.52,70.5,70.14,5.44,86.9,7.51,66.9,41.57,34.57,7.05,207.81,183.39,79.47,58.68,52.56,24.07,33.79,52.26,129.46,71.64,32.14,106.37,84.39,78.89,103.53,364.27,35.49,48.94,76,71.31,73.1,63.61,26.68
15-06-02,85.14,99.98,27.33,34.36,56.18,66.02,65.87,74.53,78.54,49.14,34.49,15.26,40.99,102.58,102.94,90.51,69.04,90.1,43.7,111.59,110.75,38.52,82.95,136.57,21.92,96.05,169.65,57.38,16.72,43.63,42.12,23.67,117.75,44.69,54.72,47.78,65.8,51.44,96.29,93.17,101.83,49.78,159.08,18.79,41.5,44.24,66.62,64.89,74.68,305.71,51.06,99.43,63.75,34.84,104.56,117.34,5.89,87.52,143.25,43.82,77.95,96.33,101.6,190.77,37.68,43.13,109.74,33.5,69.59,70.15,5.48,86.79,7.34,66.73,42.66,34.2,7.25,206.43,182.15,79.99,59.68,53.33,23.75,34.06,52.65,129.57,71.27,32.16,106.37,84.72,79.44,102.22,363.4,36.44,48.94,75.05,70.99,72.9,64.07,26.62
15-06-03,84.95,100.09,27.53,35.03,56.91,66.7,66.57,74.89,78.56,49.08,34.41,15.2,40.87,102.17,103.69,90.79,68.95,89.11,43.97,113.16,111.17,39.01,82.42,137.44,22.03,95.3,169.92,57.65,16.93,44.16,42.68,23.66,118.35,44.1,55.63,47.9,65.7,51.08,96.52,93.5,101.91,51.1,160.16,18.84,41.23,44.03,67.01,66.02,75.66,306.42,51.26,100.6,64.41,35.28,104.98,118.51,5.85,87.48,143.81,44.04,77.83,96.98,101.99,191.89,37.2,43.97,110.24,33.8,68.43,70.65,5.49,87.24,7.4,66.57,41.89,34.47,7.35,208.29,178.93,80.6,61.11,53.59,23.72,34.28,53.01,129.98,71.27,31.64,106.88,85.97,78.37,100.22,364.95,36.39,48.86,74.2,67.99,73.47,63.8,27.05
15-06-04,84.22,99.23,27.26,35.27,56.14,66.33,66.06,74.15,78.15,48.1,34.24,15.05,40.59,101.39,103.05,90.59,68.21,88.82,43.77,111.46,110.3,38.7,81.83,136.85,21.95,94.14,168.38,57.27,16.78,43.86,42.27,22.98,116.65,43.84,55.33,47.46,65.77,50.2,96.31,92.57,100.87,50.9,158.35,18.54,40.62,43.13,67.42,65.61,74.84,303.38,50.98,100.1,63.96,34.93,103.72,117.14,5.82,86.31,141.19,43.51,77.68,95.93,101.74,190.17,37.04,43.49,109.3,33.3,67.88,70.14,5.4,85.8,7.4,65.92,40.86,34.15,7.23,208.87,179.03,79.36,60.61,53.05,23.54,33.94,53.05,129.5,69.69,31.25,105.81,85.07,77.3,100.37,357.83,35.89,48.68,74.21,66.86,72.21,63,27.01
15-06-05,84.28,98.59,27.29,34.57,56.61,67.42,65.99,73.06,77.43,47.23,34.09,14.78,40.1,101.59,101.46,90.71,68.37,88.09,43.81,110.37,110.3,39.29,79.7,135.51,21.59,93.05,167.4,56.89,17.19,42.96,41.53,22.86,116.53,43.63,56.24,47.18,66.2,50.05,95.54,92.62,99.95,49.57,157.08,18.34,40.56,42.56,67.4,65.63,73.64,302.3,51.02,100.51,63.95,34.36,103.74,117,5.92,84.6,140.73,43.71,78.12,95.4,102.28,189.33,36.07,43.99,118,33.51,67.14,69.79,5.37,85.89,7.28,65.48,40.8,34.08,7.22,210.45,176.61,79.39,60.5,53.32,23.16,33.62,52.07,129.57,69.07,31.55,104.68,84.9,79.09,98.77,355.32,35.36,48.45,72.85,65.68,73.55,63.04,27.34
15-06-08,84.85,97.96,27.24,34.59,56.12,66.89,65.69,72.61,77.71,47.44,33.98,14.9,40.16,100.42,101.44,88.29,67.68,87.52,43.1,109.93,109.29,39.09,80.15,133.15,21.58,92.84,165.34,56.17,17.08,42.9,41.48,22.65,116.91,43.25,55.65,47.37,65.32,49.77,95.32,91.9,99.41,49.5,156.59,18.38,40.53,42.24,67.79,65.26,73.42,298.66,50.72,99.27,63.4,34.48,103.26,116.18,5.96,85.62,140.64,43.15,78.52,94.77,100.71,189.37,35.53,43.66,114.7,33.11,66.93,68.68,5.33,84.91,7.2,65.34,40.45,33.91,7.2,209.79,175.61,78.81,59.66,52.61,23.4,33.68,51.4,128.27,69.41,31.22,103.3,86.02,77.23,98.12,353.45,35.18,48.44,72.45,65.88,71.84,63.43,26.66
15-06-09,84.58,98.21,27.33,34.51,56.7,67.18,64.64,72.47,78.9,47.34,34.01,14.88,40.2,100.42,100.54,87.58,67.95,88.35,43.07,109.53,108.52,39.13,80.75,132.3,21.48,93.07,165.68,56,17.31,42.86,41.4,22.83,116.99,42.42,56,47,65.08,49.46,94.73,92.09,99.98,49.43,156.98,18.35,40.55,42.16,67.67,64.7,72.73,296.87,50.68,99.62,63.14,34.91,103.56,116.3,5.95,83.29,140.1,44.11,82.77,94.94,99.7,189.35,36.06,44.07,116.26,32.69,66.83,68.53,5.37,85.2,7.13,66.03,40.38,33.69,7.19,209.02,174.58,79.17,59.99,53.54,22.75,33.88,51.52,128.57,69.21,31.22,103.52,85.53,77.48,98.19,352.73,35.38,48.18,72.13,65.28,71.76,63.06,26.71
15-06-10,85.21,98.88,27.63,34.72,57.21,68.26,64.12,72.93,79.54,47.47,34.31,15.03,40.33,101.83,102.63,88.9,69.63,88.61,43.94,110.98,110,39.89,82.29,134.24,22.03,93.69,168.92,58.02,17.59,43.78,42.25,23.33,118.55,43.9,57.02,47.57,65.53,50.75,95.3,94.17,102.13,50.6,159.04,18.63,41.28,42.93,68.24,65.52,74.09,301.29,51.67,100.46,63.8,35.55,104.77,117.5,6.03,82.52,141.62,44.48,83.18,96.52,99.67,189.28,36.54,44.81,116.9,33.2,66.85,69.17,5.45,86.02,7.22,67.07,41.94,34.13,7.37,213.13,176.35,80.19,61.68,54.05,22.63,34.71,51.99,130.18,69.69,31.42,105.06,85.63,78.83,99.12,355.61,36.97,48.5,72.05,66.3,73.03,64.02,27
15-06-11,85.09,99.24,27.51,34.88,57.26,68.52,65.38,72.94,79.41,47.76,34.46,15.28,40.1,101.12,102.76,87.21,69.64,90.09,44.28,111.29,110.62,39.87,82.25,135.18,21.82,94.09,168.78,57.68,17.49,44.13,42.59,23.51,119.32,44.17,57.21,47.47,65.85,51.06,95.59,94.5,102.63,51.17,159.86,18.69,41.42,43.2,68.04,65.53,74.2,301.92,51.94,101,63.65,35.12,104.9,118.32,6.01,83.11,142.96,44.44,86.59,96.92,100.92,191.48,36.08,44.85,117.9,33.22,67.27,69.04,5.47,85.93,7.25,66.55,41.82,33.97,7.38,213.94,177.25,80.3,61.99,53.84,23.16,34.66,52.16,130.52,69.76,31.35,105.99,86.59,78.89,99.67,356.81,36.77,49.06,72.86,66.85,72.4,64.03,27.3
15-06-12,84.02,98.35,27.39,34.65,57.09,68.25,65.75,72.43,78.87,47.25,34.21,15.23,39.96,99.87,101.82,86.63,69.33,89.37,44.34,110.6,109.95,39.61,81.86,135.49,21.75,93.74,166.99,57.43,17.49,43.44,41.82,23.67,117.65,44.04,57.11,47.45,65.28,49.95,95.06,93.77,102.22,50.6,158.04,18.58,40.8,42.71,67.05,65.37,73.55,298.98,51.89,100.06,63.33,35.2,104.05,117.6,5.96,83.23,142.8,43.85,84.21,96.1,100.5,190.98,36,44.78,117.91,32.84,66.8,69.03,5.45,85.05,7.18,66.29,41.8,33.75,7.26,213.06,176.87,79.53,61.89,53.39,23.4,35.22,51.84,130.02,69.12,31.41,105.48,86.01,77.78,99.24,353.43,36.13,48.67,72.53,66.4,71.77,63.51,27.07
15-06-15,83.72,97.49,27.21,34.41,56.98,67.99,64.74,71.93,78.12,47,34.04,15.05,39.59,99.29,100.11,86.12,68.57,88.19,43.72,110.01,110.18,39.53,81.27,135.51,21.6,92.64,166.26,56.23,17.47,43.36,41.71,23.26,118.98,43.61,56.65,46.74,65.42,49.71,94.3,93.3,102.58,49.44,155.87,18.59,40.92,42.15,66.91,65.07,72.47,301.35,51.68,99.96,63.53,35.44,103.44,114.61,5.91,82.07,142.29,44.03,84.08,95.79,100.52,189.92,36.3,44.4,116.55,32.5,67.1,69.11,5.44,84.46,7.18,65.34,41.23,33.5,7.16,211.76,175.8,79.25,62.57,53.57,22.48,35.35,51.86,129.54,69.05,32.01,105.43,86.18,77.45,99.12,355.28,35.47,48.07,72.5,66.65,72.56,63.27,26.94
